"name","sku","description","type"
"Mary & Child Embellished Card","MC-FL-EMB","Mary and Child Floral Orthodox Embellished Card","
Greeting Card Hand-Embellished With Glitter and Crystals, With Matching Envelope"
"Mary & Child Floral Embellished Print","MC-FL-EMB-PR","Mother and Child Floral Embellished Print From a Greek Orthodox Icon","
Custom Print, Hand-Embellished With Glitter and Crystals"
"Mother Mary & Child Embellished Card","MC-GD-EMB","Mother and Child Gold Orthodox Icon Embellished Card","
Greeting Card, Hand-Embellished With Glitter And Crystals, With Matching Envelope"
"Mary And Child Card","MC-GD-PL","Mary And Child From An Orthodox Icon Card","
 Greeting Card With Matching Envelope"
"Madonna & Child Embellished Print","MC-GD-EMB-PR","Madonna and Child Orthodox Icon Embellished Print","
Custom Print, Hand-Embellished With Glitter and Crystals."
"Mary Magdalene Card","MAR-MAG-PL","Greeting Card With White Envelope",""
"Mary Magdalene Print","MAR-MAG-PL-PR","Custom Print",""
"Mary Magdalene Embellished Card","MAR-MAG-EMB","Greeting Card Hand-embellished with Glitter and Crystals, with Pearl or Gold Envelope",""
"Mary Magdalene Embellished Print","MAR-MAG-EMB-PR","Greeting Card Hand-embellished with Glitter and Crystals, with Pearl or Gold Envelope",""
"Hoffmann's The Christ Card","CHR-HOF-PL","The Christ, By German Painter Heinrich Hoffmann","
Greeting Card With Matching Envelope"
"Jesus Christ by Hoffman Print","CHR-HOF-PL-PR","Custom Print",""
"Sacred Heart Of Christ Card","CHR-SH-PL","Sacred Heart of Jesus Christ Card","
Greeting Card With Matching Envelope"
"Jesus Christ Print","CHR-SH-PL-PR","Custom Print",""
"Jesus Chris Embellished Card","CHR-SH-EMB","Sacred Heart of Christ Embellished Card
Greeting Card Hand-Embellished With Glitter and Crystals, With Matching Envelope","
Our Father, Who Art in Heaven, Hallowed be Thy Name."
"Christ Sacred Heart Embellished Print","CHR-SH-EMB-PR","Christ Sacred Heart Embellished Print
Custom Print, Hand-Embellished With Glitter and Crystals","
For Thine Is The Kingdom, The Power, and The Glory."
"Jesus Christ Print","CHR-KIN-PL-PR","Custom Print",""
"Jesus Christ Embellished Card","CHR-KIN-EMB","Christ the King Embellished Card","
Greeting Card Hand-Embellished With Glitter and Crystals, With Matching Envelope"
"Christ The King Embellished Print","CHR-KING-EMB-PR","Our Father, who art in heaven, hallowed be Thy Name. Thy Kingdom come. Thy Will be done, on earth as it is in Heaven. Give us this day our daily bread. And forgive us our trespasses, as we forgive those who trespass against us. And lead us not into temptation, but deliver us from evil. Amen. ~ The Lord's Prayer, given by Jesus to His disciples.","
Custom Print, Hand-Embellished With Glitter and Crystals"
"Christ Sacred Heart Embellished Print","CHR-SA-HRT-EMB-PR","Christ Sacred Heart Embellished Print",""
"Jesus Christ Embellished Print","CHR-KIN-EMB-PR","Greeting Card Hand-embellished with Glitter and Crystals, with Pearl or Gold Envelope",""
"Charity of St. Elizabeth of Hungary Card","CHAR-PL","<span class=""normal"">""Charity Of St. Elizabeth Of Hungary"" Card</span>
Greeting Card With Matching Envelope","
<span class=""normal"">By Edmund Blair Leighton, 1852-1922</span>"
"Charity Print","CHAR-PL-PR","Custom Print",""
"Joan of Arc Card","JOAN-PL","Greeting Card With White Envelope",""
"Joan of Arc Print","JOAN-PL-PR","Custom Print",""
"Joan of Arc Embelllished Card","JOAN-EMB","Greeting Card Hand-embellished with Glitter and Crystals, with Pearl or Gold Envelope",""
"Joan of Arc Embelllished Print","JOAN-EMB-PR","Greeting Card Hand-embellished with Glitter and Crystals, with Pearl or Gold Envelope",""
"Joan of Arc Card","JOA-HRS-PL","Greeting Card With White Envelope",""
"Joan of Arc Print","JOA-HRS-PL-PR","Custom Print",""
"Joan of Arc Embellished Card","JOA-HRS-EMB","Greeting Card Hand-embellished with Glitter and Crystals, with Pearl or Gold Envelope",""
"Joan of Arc Embellished Print","JOA-HRS-EMB-PR","Greeting Card Hand-embellished with Glitter and Crystals, with Pearl or Gold Envelope",""
"Goddess Shakti Embellished Print","SHAK-2-EMB-PR","Divine Feminine Creative Force: The word Shakti is from Sanskrit ""shak"" or ""to be able."" She is the sacred force or empowerment which is the primordial cosmic energy representing the dynamic forces that move through the entire universe. Shakti is the concept, or personification, of divine feminine creative power, sometimes referred to as ""The Great Divine Mother.""","
Custom Print Hand-embellished with Glitter and Crystals"
"Goddess Shakti","SHAK-2-CL-EMB-PR","<h1 class=""normal"">Shakti, Divine Feminine Creative Force </h1>
Hand-Embellished Print With Glitter and Cyrstals",""
"Kuan Yin in Orchid Garden Card","KY-OG-PL","Bodhisattva Kuan Yin in The Orchid Garden","
Greeting Card With White Envelope"
"Kuan Yin in Bamboo Forest Card","KY-BF-PL","Kuan Yin in Bamboo Forest","
Greeting Card with White Envelope"
"Christ Walking On The Waters Card","CHR-WAT","Christ Walking On The Waters Card","
Greeting Card With Matching Envelope"
"White Tara of Perfect Wisdom Print","WT-FR-PL-PR","Goddess of Health, Long Life and Prosperity - Tara was born of a tear of Avalokiteshwar. She is the Mother of Compassion who answers all prayers. Tara appears in as many as 21 different forms and colors, of which White and Green are the oldest. Tara offers health, long life, growth, prosperity and protection to all who call on her.","
Custom 8 X 10 Art Print"
"Jesus In The Forest Card","JE-FOR-PL","Jesus Meditating In The Forest, In the Lotus Posture, Card","
Greeting Card With Matching Envelope"
"White Tara Card Embellished","WT-FR-EMB","Goddess of Health, Long Life and Prosperity - Tara was born of a tear of Avalokiteshwar. She is the Mother of Compassion who answers all prayers. Tara appears in as many as 21 different forms and colors, of which White and Green are the oldest. Tara offers health, long life, growth, prosperity and protection to all who call on her.","
Greeting Card Hand-Embellished With Glitter and Crystals, With Matching Envelope"
"White Tara Print Embellished","WT-FR-EMB-PR","Goddess of Health, Long Life and Prosperity - Tara was born of a tear of Avalokiteshwar. She is the Mother of Compassion who answers all prayers. Tara appears in as many as 21 different forms and colors, of which White and Green are the oldest. Tara offers health, long life, growth, prosperity and protection to all who call on her.","
Custom Print, Hand-Embellished With Glitter and Crystals."
"White Tara of Perfect Wisdom Card","WT-FR-PL","White Tara Of Perfect Wisdom Card","
Greeting Card With Matching Envelope"
"Keep It Balanced Card","KIB-PL","Keep It Balanced, Elephant Walking A Tightrope Card","
Greeting Card With Matching Envelope"
"Wishes","WISH","May All Your Wishes Come True!
<br /><br />","
Greeting Card with White Envelope"
"Orthodox Mary Embellished Card","MAR-OR-EMB","<span>An Orthodox Icon Of ""Mary in Humility"", From A Monastery in Moscow, Russia.</span>","
<span><span>Greeting Card Hand-Embellished With Glitter And Crystals, With Matching Envelope</span></span>"
"Buddha Head Card","BUD-HD-PL","Buddha's Golden Head Card
 
<span><br /></span>
<span><br /></span>","
Greeting Card With Matching Envelope"
"Amitabha Buddha Card","BUD-AM","Amitabha Buddha Of Infinite Light Card","
Greeting Card With Matching Envelope"
"Buddha in Nirvana Card","BUD-NIR-PL","<span>Buddha in Nirvana (Paradise) Card</span>","
Greeting Card With Matching Envelope"
"Kuan Yin Arriving on The Surf Card","KY-SURF-PL","Kuan Yin Arriving On The Surf Card","
Greeting Card With Matching Envelope"
"Kuan Yin In Turquoise Waters Card","KY-TW-PL","Kuan Yin Arriving on Turquoise Waters Card","
Greeting Card With Matching Envelope"
"Believe Nothing Card","BEL-NOT-PL","Believe Nothing Buddha Card!","
<span>Greeting Card With Matching Envelope</span>"
"Buddha in Orchid Garden Card","BUD-OG-PL","Buddha In The Orchid Garden Card","
<span>Greeting Card With Matching Envelope</span>"
"Buddha Under The Bodhi Tree Card","BUD-BODI-PL","<span>Buddha Sitting Awake Under The Bodhi Tree Card</span>","
<span>Greeting Card With Matching Envelope</span>"
"The Buddha Card","BUD-BEL","The Buddha, ""Do Not Believe In Anything"" Card","
Greeting Card With Matching Envelope"
"Kuan Shih Yin Card","KY-GD-PS-PL","Kuan Shih Yin In a Bamboo Forest Card
 ","
Greeting Card With a Matching Envelope"
"Saint Francis of Assisi Card","FRA-ASI-PL","Saint Francis of Assisi With Animals and Birds Card","
Greeting Card With Matching Envelope"
"Buddha With Kuan Yin in Lordly Pose Card","BUD-KY-LP-PL","Lord Buddha With Bodhisattva Kuan Yin, In Her Royal Ease Pose, Card","
Greeting Card with Matching Envelope"
"Let There Be Light Card","BUD-LIT","Let There Be Light...And There Was Light Card","
Greeting Card With Matching Envelope"
"Buddha and Shakti Card","BUD-SHAK-4-PL","Lord Buddha and Feminine Divine Power Shakti Card","
Geeting Card With Matching Envelope"
"Durga Ma, Mother of The Universe Card","DUR-OL-PL","Durga Ma, Mother of The Universe Card
 ","
Greeting Card With Matching Envelope"
"Put on Your Top Hat Card","TOP-HT-PL","Put On Your Top Hat, Gerbil With a Flower On His Head","
Greeting Card With Matching Envelope"
"Yea, Whatever Card","YEA-PL","Yea Whatever","
Greeting Card With White Envelope"
"Red Dragon Card","DRAG-RD-PL","Red Dragon From The Far East Card
 ","
Greeting Card With Matching Envelope"
"Archangel Michael Card","AR-MIC-PL","Michael, Spiritual Warrior Archangel Card","
Greeting Card With Matching Envelope"
"Soulstrip Card","SOL-STR-PL","Soulstrip by Louis Janmot, 1814-1892 Card","
Greeting Card With Matching Envelope"
"God Creating the World Card","GOD-PL","God Creating the World by Jan Brueghel","
Greeting Card with White Envelope"
"Archangel Gabriel Card","AR-GAB","Archangel Gabriel Card","
Greeting Card With Matching Envelope"
"Christ The King Card","CHR-KIN-PL","Christ The King, With The Lord's Prayer, Card","
 Greeting Card With Matching Envelope"
"Pink Heart Mary Embellished Print","MAR-HT-EMB-PR","<span>Pink Heart Mary by Charles Chambers Embellished Print </span>","
Custom Print, Hand-Embellished With Glitter and Crystals"
"Christ In Gethsemane Card","CHR-GETH-PL","Christ In The Garden Of Gethsemane Card","
Greeting Card With Matching Envelope"
"Virgin With The Angels Card","VIR-ANG-PL","Virgin With The Angels, By William-Adolph Bourgereau","
Greeting Card With Matching Envelope"
"Madonna Card","MA-LV-PL","Madonna by Lorenzo Veneziano, 1357","
Greeting Card With Matching Envelope"
"Chenrezig Embellished Card","CHEN-GD--EMB","<span class=""normal"">Chenrezig, Embodiment of Compassion</span>
Greeting Card Hand-Embellished With Glitter and Crystals, With Matching Envelope","
""Every person whose heart is moved by love and compassion,<br />who deeply and sincerely acts for the benefit of others without concern for fame, profit, social position, or recognition, expresses the activity of Chenrezig.""  ...Bokar Rinpoche..."
"Buddha Head Embellished Print","BUD-HD-EMB-PR","Buddha's Golden Head Embellished Print","
Custom Print, Hand-Embellished With Glitter and Crystals"
"Kuan Yin Riding Her Dragon Embellished Card","KY-DR-2-EMB","Kuan Yin Riding Her Dragon Embellished Card","
Greeting Card Hand-Embellished With Glitter And Crystals, With Matching Envelope"
"Kuan Yin on Pink Lotus Embellished Card","KY-PL-EMB","""Listen to the deeds of Kuan Yin...<br />Responding compassionately on every side.<br />With great vows, deep as the ocean, through inconceivable periods of time.<br />Serving innumerable Buddhas, giving great, clear, and pure vows...<br />To hear her name, to see her body, to hold her in the heart, is not in vain.<br />For she can extinguish the suffering of existence.""<br />~From the Buddhist Lotus Sutra~","
Greeting Card Hand-Embellished With Glitter and Crystals, With Matching Envelope"
"Kuan Yin Sitting In a Lotus Patch Embellished Card","KY-GD-EMB","Kuan Yin, Bodhisattva of Compassion<br />Listen to the deeds of Kuan Yin...<br />Responding compassionately on every side.<br />With great vows, deep as the ocean, through inconceivable periods of time.<br />Serving innumerable Buddhas, giving great, clear, and pure vows...<br />To hear her name, to see her body, to hold her in the heart, is not in vain.<br />For she can erxtinguish the suffering of existence.
Greeting Card Hand-Embellished With Glitter and Crystals, With Matching Envelope","
~From the Buddhist Lotus Sutra~"
"Durga Ma, Mother of The Universe Embellished Card","DUR-OL-EMB","Durga means Invincible. She is all forms of the Divine Mother herself.<br />She is produced from all the radiance of all the gods and therefore has their essence in her.","
Greeting Card Hand-Embellished With Glitter and Crystals, With Matching Envelope"
"&quot;Be Well&quot; Card","M-WELL-PL","""Be Well"" Medicine Buddha Card","
Greeting Card With Matching Envelope"
"Krishna With Flute Embellished Card","KRI-FLU-EMB","Krishna With Flute Card<br />O Lord, protector of cattle, sea of compassion, consort of Mahalakshmi, the daughter of the ocean and milk, slayer of Kamsa, bestower of endless mercy upon the elephant chief in his distress, Maadhava known through contemplation, younger brother of Balarama, Lord of the three worlds, lotus eyed one, protector of the gopis, protect me, for I know not anyone but you.","
Greeting Card Hand-embellished with Glitter and Crystals, with Pearl or Gold Envelope"
"Lord Krishna Embellished Print","KRI-FLU-EMB-PR","Lord Krishna Playing the Flute","
Hand-Embellished Print"
"Krishna and Radha Embellished Print","K&R-3-EMB-PR","Krishna and Radha, Krishna Braiding Radha's Hair","
Hand-Embellished Print"
"Devaki, Mother of Lord Krishna Embellished Card","DEV-K","Devaki, Mother of Lord Krishna","
Greeting Card Hand-embellished with Glitter and Crystals, with Pearl or Gold Envelope"
"Krishna and Radha Embellished Card","K&R-3-EMB","Krishna and Radha<br />Krishna Braiding Radha's Hair<br />Lord Krishna is the eighth incarnation of Lord Vishnu.<br />He is the supreme statesman, warrior, hero, teacher and philosopher, and author of the Bhagavad Gita.<br />He has been called ""The Divine Ecstatic"" because the sound of Krishna's flute beckons souls to awaken and to become absorbed in the call of the Divine. <br />Radha is Lord Krishna's consort-she symbolizes the individual soul that yearns for , and then awakens to the love of God: finally realizing complete Divine Union.","
Greeting Card Hand-Embellished With Glitter and Crystals, With matching Envelope"
"Lord Shiva Embellished Print","SHI-3-EMB-PR","Lord Shiva, Hindu Supreme God Print","
Hand-Embellished Print"
"Archangel Michael Embellished Card","MIC-BLK","Archangel Michael<br />His name means ""Who is as God.""<br />Michael is the Chief of the Archangels, and is the Angel of Repentance, Righteousness, Mercy and Sanctification.<br />He is also known as ""The Prince of Light,""<br />a spiritual warrior who wages war against the sons of darkness.","
Greeting Card with Colored Envelope"
"Archangel Gabriel Embellished Card","AR-GAB-EMB","Archangel Gabriel Holding Flowers Embellished Card","
Hand-Embellished Card With Glitter And Crystals, With Matching Envelope"
"Archangel Gabriel Embellished Print","AR-GAB-EMB-PR","Archangel Gabriel Hand-Embellished Print
Custom Print, Hand-Embellished With Glitter and Crystals","
Gabriel means ""God is my strength.""  He is one of the most beloved and highest ranked of all angels.  Gabriel is the Angel of Annunciation, Resurrection, Mercy, Death and Revelation.  He sits at the left hand of God and is guardian of the Garden of Eden, and chief of the cherubim."
"Guardian Angel Embellished Card","GR-ANG-EMB","Guardian Angel Guiding A Child On A Bridge Over Water","
Greeting Card With Matchiing Envelope"
"Archangel Michael Embellished Card","AR-MIC-EMB","","none"
"&quot;Abundance&quot; Card","M-ABU-PL","""Abundance"" Goddess Fortuna Card","
Greeting Card With Matching Envelope"
"&quot;No Fear&quot; Card","M-NO-FR-PL","And We Are Not Afraid Card, Image by Nicholas Roerich","
Greeting Card With Matching Envelope"
"Archangel Gabriel Mosaic Embellished Print","GAB-MOS-EMB-PR","Archangel Gabriel Mosaic Embellished Print
<span>Custom Print, Hand-Embellished With Glitter and Crystals</span>","
<p class=""smallprint"">Gabriel means ""God is my strength."" He is one of the most beloved and highest ranked of all angels.  Gabriel is the Angel of Annunciation, Resurrection, Mercy, Death and Revelation.  He sits at the left hand of God and is guardian of the Garden of Eden, and chief of the cherubim."
"Lotus Pagoda Card","LOT-PAG-PL","Lotus Pond Pagoda Card","
Greeting Card With Matching Envelope"
"Pink Lotus Card","LOT-PK-FL","Pink Lotus<br />The Lotus flower symbolizes divine purity and enlightenment, as well as regeneration and rebirth.<br />This sacred flower grows in deep mud and closes and sinks in the water at night, rising and opening again at dawn, just like the sun.<br />Out of the depths of darkness, sooner or later the Lotus reaches the Light, becoming the most beautiful flower ever....and it is the same for us; we are born, we toil, we grow and learn, and eventually we evolve into Perfection.",""
"Keeper of The Fish Embellished Card","FISH-EMB","Keeper of The Fish by Artist Frances Perea","
Greeting Card Hand-Embellished with Glitter and Crystals, with Matching Envelope"
"Pink Heart Mary Embellished Card","MAR-HT-EMB","Pink Heart Mary Embellished Card by Charles Chambers","
Greeting Card Hand-Embellished With Glitter and Crystals, With Matching Envelope."
"Kuan Yin With Nectar of Compassion Embellished Card","KY-NC-EMB","Kuan Yin With Nectar of Compassion ","
Greeting Card Hand-Embellished With Glitter and Crystals, With Matching Envelope."
"Kuan Yin, With Nectar of Compassion Card","KY-NC-PL","Kuan Yin Hoding a Jar With The Nectar Of Compassion Card","
Greeting Card With Matching Envelope"
"Pink Tipped Lotus Card","LOT-PK-TP-PL","Pink Tipped Lotus Card
Greeting Card With White Envelope
 ","
 "
"Our Lady of Guadalupe Card","GUAD-PB","Our Lady Of Guadalupe Card
Greeting Card With Matching Envelope","
From An Original Watercolor By Santa Fe Artist Patti Blair"
"White Water Lily Card","LIL-WHT-PL","White Water Lily Card","
Greeting Card With Matching Envelope"
"Blush Rose Card","ROS-BLS-JSA-PL","Blush Rose Card, Photography by JSA","
Greeting Card With Matching Envelope"
"Tulips Card","TUL-JSA-PL","Tulips, Photography by JSA Card
 ","
Greeting Card With White Envelope"
"Tulips by The Water Card","TUL-W-JSA-PL","Tulips by The Water Card, Photography by JSA","
Greeting Card With Matching Envelope"
"Magnolia Flower Card","MAG-JSA-PL","Magnolia Flower Card, Photography by JSA","
Greeting Card With Matching Envelope"
"San Pasqual Embellished Card","PASQ-EMB","San Pasqual by Artist Frances Perea","
Greeting Card Hand-Embellished with Glitter and Crystals, with Matching Envelope"
"Lord Krishna With Flute Card","KRI-FLU-PL","Lord Krishna Playing The Flute Card","
Greeting Card With Matching Envelope"
"Kuan Yin On A Carp Card","KY-CRP-PL","Kuan Yin Riding A Carp Card","
Greeting Card With Matching Envelope"
"Mary and Christ Card","MAR-CHR","Mary and Christ Card
Greeting Card With White Envelope","
Jesus Christ with the Virgin Mary"
"Hanuman","HAN--H-PL","Hanuman<br />God Loyalty, Devotion and Service<br />Hanuman inspires us to develop strength and purity to become perfect servants of the Divine.<br />""I salute the messenger of Sri Rama, Hanuman, who travels as fast as the mind and the wind, Who has won over his sense organs ahnd who is the best among the intelligent.<br />Who is the son of the wind god and who is the commander in chief of the army of monkeys.""",""
"Devaki Card","DEV-K-PL","Devaki, Mother of Lord Krishna Card","
 Greeting Card With Matching Envelope"
"Krishna and Radha Card","K&R-3-PL","Krishna and Radha On A Moonlit Night Card
 ","
Greeting Card With Matching Envelope"
"Blue Morpheus Card","BLU-MOR","Blue Morpheus Butterfly Card
Greeting Card with White Envelope","
 "
"Mystic Swans","MYSW-PL","Mystic Swans",""
"Goddess White Tara Card","WT-2-PB","Goddess White Tara Card, From a Watercolor By Patti Blair
Greeting Card With Matching Envelope","
Bestower of Compassion, Long Life, Healing and Serenity."
"Wish Fulfilling Tara Card","WT-PB","Wish Fulfilling White Tara, Mother of Liberation, Card
Greeting Card With Matching Envelope","
From Original Watercolor By Santa Fe Artist Patti Blair"
"Purple Dragon by Patti Blair Card","P-DR-PB","Purple Dragon, Original Watercolor By Patti Blair","
Greeting Card With Matching Envelope"
"Goddess Tara Embellished Card","WT-PB-EMB","Goddess White Tara From Original Watercolor by Santa Fe Artist Patti Blair","
Greeting Card Hand-Embellished With Glitter and Crystals, With Matching Envelope"
"White Tara Embellished Card","WT-2-EMB","Goddess White Tara From Original Watercolor by Santa Fe Artist Patti Blair","
Greeting Card Hand-Embellished With Glitter and Crystals, With Matching Envelope"
"Purple Dragon Embellished Card","P-DR-PB-EMB","Purple Dragon<br />Purple Dragons bring rain to the land, good fortune, and spiritual and material gifts.",""
"Upper Antelope Canyon Card","AN-CAN-UP","Upper Antelope Canyon, Arizona Card","
Greeting Card With Matching Envelope"
"Passage Through Antelope Canyon","AN-CAN-PAS","Passage Through Antelope Canyon","
Greeting Card With White Envelope"
"Antelope Canyon Card","AN-CAN","Antelope Canyon With Shaft of Light, Arizona","
Greeting Card With Matching Envelope"
"Kiva Card","KIVA","American Southwest",""
"Kokopelli","KOKO-2","<br />Kokopelli<br />Prankster, Healer, Storyteller, and Fertility God, Kokopelli is a sacred figure to the Southwestern Native Americans.<br />Carvings and paintings of his image in rockwalls and boulders date back to over 3,000 years.<br />According to legend, he traveled from village to village bringing with him the changing of the seasons: of Winter to Spring...melting the snow and bringing about much needed rain fora successful harvest.<br />The hunch on his back is a sack of seeds and all the songs that he carried with him.",""
"Kokopelli Card","KOKO-2-PL","Kokopelli ","
Greeting Card With White Envelope"
"Kokopelli Embellished Card","KOKO-EMB","Kokopelli Embellished Card","
Greeting Card With White or Color Envelope"
"Red Dragon Embellished Card","DRAG-RD-EMB","Red Dragon 
Greeting Card With White or Color Envelope","
 "
"Pink Lotus Card","LOT-PK-PL","Pink Lotus Flower","
Greeting Card With Matching Envelope"
"Saraswati Card","SAR-SIT-PL","Saraswati, Goddess of Creativity, Inspiration, and Language Card","
Greeting Card With Matching Envelope"
"Autumn Forest Card","AUT-FOR-PL","Autumn Forest Card, A Bright Path In a Forest, Photo by Larisa Koshkina","
Greeting Card With Matching Envelope"
"The Gift Embellished Card","GIFT-EMB","The Gift
Greeting Card Embellished With Glitter and Crystals.","
 "
"Shakti, Divine Feminine Creative Force Card","SHAK-4-CL-PL","Goddess Shakti, Divine Feminine Creative Force Card","
Greeting Card With Matching Envelope"
"Shakti, Divine Feminine Creative Force Card","SHAK-4-GN-PL","Shakti, Divine Feminine Creative Force","
Greeting Card With White Envelope"
"SHAKTI, Divine Feminine Creative Force Embellished Card","SHAK-4-CL-EMB","Sahkti, Divine Feminine Creative Force","
Greeitng Card, hand-embellished with glitter and crystals, with matching envelope."
"Shakti, Divine Feminine Creative Force Card","SHAK-2-CL-PL","Goddess Shakti, Divine Feminine Creative Force Card","
Greeting Card With Matching Envelope"
"San Pasqual Card","PASQ-PL","San Pasqual, Patron of Cooks","
Greeting Card With White Envelope"
"Keeper of The Fish Card","FISH-PL","Keeper of The Fish by Frances Perea","
Greeting Card With White Envelope"
"Folk Angel Embellished Card","FOK-AN-EMB","Folk Angel by Frances Perea","
Greeting Card Hand-Embellished With Glitter and Cryastals, With Matching Envelope"
"Saint Francis Embellished Card","FRAN-FP-EMB","Saint Francis by Frances Perea","
Greeting Card, Hand-Embellished With Glitter and Crystals, With Matching Envelope"
"Goddess Lakshmi Embellished Card","LAK-PB-EMB","Goddess Lakshmi by Artist Patti Blair
Greeting Card, Hand-Embellished With Glitter and Crystals, With Matching Envelope","
Lakshimi - Goddess of Love, Beauty, and Prosperity"
" Buddha Head, Embellished Card","BUD-HD-EMB","Buddha's Golden Head Embellished Card","
Greeting Card, Hand-Embellished With Glitter and Crystals, With Matching Envelope"
"The Buddha Embellished Card","BUD-BEL-EMB","Buddha's ""Do Not Believe in Anything"" ","
Greeting Card, Hand-Embellished With Crystals and Glitter, With Matching Envelope"
"Miraculous Mary Card","MAR-MIR","Miraculous Mary By Charles B. Chambers","
Greeting Card With Matching Envelope"
"Lord Ganesh Card","GAN-OR","Lord Ganesh, Remover of Obstacles Card","
Greeting Card With Matching Envelope"
"Goddess Lakshmi Card","LAK-PB","Goddess Lakshmi By Santa Fe Artist Patti Blair","
Greeting Card With Matching Envelope"
"Our Lady of Guadalupe Embellished Card","GUAD-PB-EMB","Our Lady of Guadalupe 
Greeting Card, Hand-Embellished With Gitter and Crystals, With Matching Envelope","
From an Original Watercolor by Santa Fe Artist Patti Blair"
"Miraculous Mary Embellished Card","MAR-MIR-EMB","Miraculous Mary by Charles B. Chambers Card","
Greeting Card, Hand-Embellished With Glitter And Crystals, With Matching Envelope."
"Lord Ganesh Embellished Card","GAN-OR-EMB","Lord Ganesh, Remover of Obstacles","
Greeting Card Hand-Embellished with Glitter and Crystals, with Matching Envelope."
"Shakti, Divine Feminine Creative Force Embellished Card    ","SHAK-2-CL-EMB","Shakti, Divine Feminine Creative Force Card","
Greeting Card, Hand-Embellished With Glitter And Crystals, With Matching Envelope"
"Lord Dhanvantari Embellished Card","DHAN-EMB","Lord Dhanvantari, Avatar of Vishnu, Hindu God of Medicine","
Greeting Card, Hand Embellished With Glitter and Crystals, With Matching Envelope"
"Gayatri Devi Card","GAY-DEV","Gayatri Devi, Source of Brahma's Power","
Greeting Card With Matching Envelope"
"Lord Dhanvantari Card","DHAN","Lord Dhanvantari, Avatar of Vishnu, Ayurvedic God of Medicine Card","
 Greeting Card With Matching Envelope"
"&quot;Balance&quot; Card","BAL","Balance Your Steps As You Walk The Tightrope Of Life Card","
Greeting Card With Matching Envelope"
"&quot;With Sympathy&quot; Card","SYM","""With Sympathy"" Card","
Greeting Card With Matching Envelope"
"&quot;Harmony&quot; Card","M-HAR-PL","Two Horses, Black &amp; White ""Harmony"" Card","
Greeting Card With Matching Envelope"
"&quot;Love&quot; Card","M-LV-PL","Love ""Message"" Card, Verse by Kahlil Gibran","
Greeting Card With Matching Envelope"
"&quot;Bless The Animals&quot; Card","ANI","A Blessing For All Beings Card ","
Greeting Card with Matching Envelope"
"&quot;So Sorry For Your Loss&quot; Card ","LOSS","So Sorry For Your Loss, Animal Condolence Card","
Greeting Card With Matching Envelope"
"Buddha at Deer Park Card","BUD-DP-PL","Buddha With Disciples Teaching At Deer Park Card","
Greeting Card With Matching Envelope"
"Lapis Ganesh Card","GAN-LAP-PL","Lapis Ganesh Card. Hindu God Lord Ganesh is the Remover of Obstacles, Protector of the Gods, Lord of the Universe, and Leader of All The Celestial Bodies.","
Greeting Card With Matching Envelope"
"Goddess Saraswati Embellished Print","SAR-SIT-EMB-PR","Hindu Goddess Saraswati Hand-Embellished Print
 ","
Saraswati is the Goddess of Creativity, Music, Inspiration &amp; Language and is the Mother of the entire Creation."
"Goddess Saraswati Embellished Card","SAR-SIT-EMB","Saraswati is the Goddess of Creativity, Inspiration &amp; Language. She is the Creatrix and Mother of the entire Creation. Saraswati means ""the flowing one."" She is the personification of all knowledge - arts, language, music, mathematics and science.","
Greeting Card, Hand-embellished with Glitter and Crystals, with Matching Envelope"
"Queen Of The Forest Card","QOF-PL","Queen Of The Forest Russian Fairytale Card","
Greeting Card With Matching Envelope"
"Illumination of The Dalai Lama Card","AW-DL-ILU-PL","""The Ascending World Collection""
Greeting Card With Matching Envelope","
Illumination of The Dalai Lama Card"
"The Spirit Of Oak Card","AW-OAK-PL","The Ascending World Collection
Greeting Card With Matching Envelope","
The Spirit Of The Oak Tree Card"
"Buddha Nautilus Card","AW-BH-N-PL","""The Ascending World Collection""
 
 ","
 Buddha Nautilus Card, With Matching Envelope"
"Dolphin Dance Card","AW-DOL-PL","The Ascending World Collection
Greeting Card With White Envelope","
Dolphin Dance"
"Metamorphosis Card","AW-META-PL","The Ascending World Collection
Greeting Card With Matching Envelope","
Metamorphosis, Blue Morpheus Butterfly Card"
"Vishnu Preserving The Universe Card","AW-VIS-PRE-PL","The Ascending World Collection
Greeting Card With White Envelope","
Vishnu Preserving The Universe Card"
"Marah On Andromeda Card","AW-MA-AND-PL","Ascending World Collection
Greeting Card With Matching Envelope","
Marah, the White Lion, on Andromeda, by Leslie Temple Thurston"
"Mother Mary With Angels Card","MAR-2-ANG-PL","Mother Mary With Two Angels Card","
Greeting Card With Matching Envelope"
"Kuan Yin Riding Her Dragon Card","KY-DG-2-PL","Kuan Yin Riding Her Dragon Card","
Greeting Card With Matching Envelope"
"Kuan Yin in Lordly Pose Card","KY-LP-PL","Bodhisattva Kuan Yin In Her Lordly Pose Card","
Greeting Card With Matching Envelope"
"Kuan Yin's Lordly Pose Card","KY-LP-NE-PL","Kuan Yin's Lordly Pose, Hand on Her Knee, Card
 ","
Greeting Card With Matching Envelope"
"Buddha Graffiti Card","AW-BUD-AK-PL","""Ascending World Collection"" 
Greeting Card With Matching Envelope","
Buddha Graffiti Card, by Anne Kay"
"Buddha Bubble Card","AW-BUD-BUB-PL","""Ascending World Collection"" 
Greeting Card With Matching Envelope","
Buddha Bubble Fractal Card"
